Color;Comment;Document group;Document name;Code;Beginning;End;Weight score;Segment;Modified by;Modified;Created by;Created;Area;Coverage %
●;;;conversation_24_annotatable;Politeness marker please (user);32;33;0;"please
[conversation_id=nRHLDUQ] [conversation.id=-NH4qFOPNHgTliDwIYap] [conversation.participant=user]";Anna_;24.07.25 16:47:43;Anna_;24.07.25 16:47:43;103;1,05
●;;;conversation_19_annotatable;Politeness marker please (user);59;60;0;"please.
[conversation_id=PPmiUbC] [conversation.id=-NGX-PISgf6qQmjZPMJC] [conversation.participant=user]";Anna_;24.07.25 16:45:16;Anna_;24.07.25 16:45:16;104;0,96
●;;;conversation_19_annotatable;Politeness marker please (user);76;77;0;"please
[conversation_id=PPmiUbC] [conversation.id=-NGX1kLv5r1qEPbn827F] [conversation.participant=user]";Anna_;24.07.25 16:45:27;Anna_;24.07.25 16:45:27;103;0,95
●;;;conversation_19_annotatable;Politeness marker please (user);91;92;0;"please.
[conversation_id=PPmiUbC] [conversation.id=-NGX2oOKoiuKfYahll00] [conversation.participant=user]";Anna_;24.07.25 16:45:35;Anna_;24.07.25 16:45:35;104;0,96
●;;;conversation_18_annotatable;Politeness marker please (user);64;65;0;"please
[conversation_id=LFiNVaQ] [conversation.id=-NGLk96i406GjXaCV6RC] [conversation.participant=user]";Anna_;24.07.25 16:44:51;Anna_;24.07.25 16:44:51;103;1,07
●;;;conversation_10_annotatable;Politeness marker please (user);121;122;0;"please
[conversation_id=wwwfod2dos] [conversation.id=-NAjBE-9fC14_nJMGhb1] [conversation.participant=user]";Anna_;24.07.25 16:44:31;Anna_;24.07.25 16:44:31;106;0,85
●;;;conversation_9_annotatable;Politeness marker please (user);25;26;0;"please?
[conversation_id=qk8kmns74p] [conversation.id=-NAiyPfgQy9FqbjTbO37] [conversation.participant=user]";Anna_;24.07.25 16:44:23;Anna_;24.07.25 16:44:23;107;1,61
●;;;conversation_4_annotatable;Politeness marker please (user);16;17;0;"please
[conversation_id=coe2XtNapn] [conversation.id=-NBX8VXWiKi7WOfSPpFT] [conversation.participant=user]";Anna_;24.07.25 16:44:09;Anna_;24.07.25 16:44:09;106;1,03
●;;;conversation_4_annotatable;Politeness marker please (user);35;36;0;"please
[conversation_id=coe2XtNapn] [conversation.id=-NBX8v7VfkVAzs7WkFy2] [conversation.participant=user]";Anna_;24.07.25 16:44:01;Anna_;24.07.25 16:44:01;106;1,03
●;;;conversation_2_annotatable;Politeness marker please (user);22;23;0;"please
[conversation_id=h8x8QLzyCx] [conversation.id=-NBg0WQQfx3eb48fSa6U] [conversation.participant=user]";Anna_;24.07.25 16:43:51;Anna_;24.07.25 16:43:51;106;1,49
●;;;conversation_1_annotatable;Politeness marker please (user);5;6;0;"please?
[conversation_id=tcYis3RLgY] [conversation.id=-NBSFcv1ysh6-nIjdxeo] [conversation.participant=user]";Anna_;24.07.25 16:43:24;Anna_;24.07.25 16:43:24;107;0,67
●;;;conversation_1_annotatable;Politeness marker please (user);55;56;0;"please?
[conversation_id=tcYis3RLgY] [conversation.id=-NBSP5P4DZc0IHNuqYqz] [conversation.participant=user]";Anna_;24.07.25 16:43:14;Anna_;24.07.25 16:43:14;107;0,67
●;;;conversation_1_annotatable;Politeness marker please (user);80;81;0;"please
[conversation_id=tcYis3RLgY] [conversation.id=-NBSQDt0z__9RflpSd7C] [conversation.participant=user]";Anna_;24.07.25 16:43:02;Anna_;24.07.25 16:43:02;106;0,66
●;Instruction followed by offer of help;;conversation_29_annotatable;Request – direct (agent);7;8;0;"Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start.
[conversation_id=7460a2a0] [conversation.id=-NKgq-mjfV_tpLWwyHyi] [conversation.participant=agent]";Anna_;27.07.25 18:46:41;Anna_;27.07.25 18:46:38;231;1,69
●;Instruction followed by offer of help;;conversation_28_annotatable;Request – direct (agent);5;6;0;"Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start.
[conversation_id=68942e2a] [conversation.id=-NKcsAHXCFISryg7cjbu] [conversation.participant=agent]";Anna_;27.07.25 18:46:32;Anna_;27.07.25 18:46:29;231;1,90
●;Instruction followed by offer of help;;conversation_27_annotatable;Request – direct (agent);7;8;0;"Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking, simply say start.
[conversation_id=2b71cb60] [conversation.id=-NKcct1dOx8HWcvRP8ps] [conversation.participant=agent]";Anna_;27.07.25 18:47:48;Anna_;27.07.25 18:47:45;232;3,26
●;Instruction followed by offer of help;;conversation_26_annotatable;Request – direct (agent);3;4;0;"Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start.
[conversation_id=pC0jYVl] [conversation.id=-NKIv5pQxzCz6TNwZY6h] [conversation.participant=agent]";Anna_;27.07.25 18:45:40;Anna_;27.07.25 18:45:35;230;3,45
●;Instruction followed by offer of help;;conversation_25_annotatable;Request – direct (agent);5;6;0;"Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start.
[conversation_id=sVzhG] [conversation.id=-NJiqmhOwdGICNKR0_lw] [conversation.participant=agent]";Anna_;27.07.25 18:45:27;Anna_;27.07.25 18:45:24;228;2,28
●;Instruction followed by offer of help;;conversation_24_annotatable;Request – direct (agent);3;4;0;"Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.
[conversation_id=nRHLDUQ] [conversation.id=-NH4o3ESbFNFOYZydcJ-] [conversation.participant=agent]";Anna_;27.07.25 18:45:18;Anna_;27.07.25 18:45:15;229;2,33
●;Instruction followed by offer of help;;conversation_23_annotatable;Request – direct (agent);3;4;0;"Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.
[conversation_id=Fxikuau] [conversation.id=-NH4eLy_WOIpyDBXT5o5] [conversation.participant=agent]";Anna_;27.07.25 18:45:05;Anna_;27.07.25 18:45:02;229;3,39
●;Instruction followed by offer of help;;conversation_22_annotatable;Request – direct (agent);3;4;0;"Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.
[conversation_id=KlOmIXe] [conversation.id=-NH4SQxJIhRajqZJdIoa] [conversation.participant=agent]";Anna_;27.07.25 18:44:55;Anna_;27.07.25 18:44:51;229;2,62
●;;;conversation_22_annotatable;Request – direct (agent);11;12;0;"If you want to move to the next step pleas say ""next"".
[conversation_id=KlOmIXe] [conversation.id=-NH4Sv9LOIyVv1agAvpm] [conversation.participant=agent]";Anna_;27.07.25 19:42:05;Anna_;27.07.25 19:42:05;152;1,74
●;Instruction followed by offer of help;;conversation_21_annotatable;Request – direct (agent);3;4;0;"Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.
[conversation_id=EioCaKa] [conversation.id=-NGzqIJstSJcMYwpfMxt] [conversation.participant=agent]";Anna_;27.07.25 18:44:39;Anna_;27.07.25 18:44:36;229;1,07
●;Asking user not to open the chat in multiple tabs;;conversation_21_annotatable;Request – direct (agent);188;189;0;"Please don't open the chat in multiple tabs
[conversation_id=EioCaKa] [conversation.id=-NH-1cOwN36IsXE_C1ID] [conversation.participant=agent]";Anna_;25.07.25 19:43:35;Anna_;17.07.25 17:43:28;141;0,66
●;Instruction followed by offer of help;;conversation_20_annotatable;Request – direct (agent);1;2;0;"Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.
[conversation_id=xMKcudn] [conversation.id=-NGgE3JPGNoLnV8I5Asy] [conversation.participant=agent]";Anna_;27.07.25 18:44:29;Anna_;27.07.25 18:44:26;229;1,29
●;Instruction followed by offer of help;;conversation_19_annotatable;Request – direct (agent);1;2;0;"Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.
[conversation_id=PPmiUbC] [conversation.id=-NGWw--lkGle0N74xwHR] [conversation.participant=agent]";Anna_;27.07.25 18:44:15;Anna_;27.07.25 18:44:11;229;2,12
●;Instruction followed by offer of help;;conversation_18_annotatable;Request – direct (agent);1;2;0;"Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.
[conversation_id=LFiNVaQ] [conversation.id=-NGLeqYfNSWkxisdLOLq] [conversation.participant=agent]";Anna_;27.07.25 18:44:03;Anna_;27.07.25 18:43:59;229;2,39
●;Instruction followed by offer of help;;conversation_17_annotatable;Request – direct (agent);3;4;0;"Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.
[conversation_id=577c065c9fecfe0001a5bcc7] [conversation.id=-NAdIT81wCtYzUFOUQE5] [conversation.participant=agent]";Anna_;27.07.25 18:43:53;Anna_;27.07.25 18:43:48;246;2,23
●;Instruction followed by offer of help;;conversation_16_annotatable;Request – direct (agent);3;4;0;"Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.
[conversation_id=4D2ekMAIis] [conversation.id=-NAirCMkokAUosTr3FgV] [conversation.participant=agent]";Anna_;27.07.25 18:43:35;Anna_;27.07.25 18:43:33;232;5,14
●;Instruction followed by offer of help;;conversation_15_annotatable;Request – direct (agent);3;4;0;"Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.
[conversation_id=608b0f7f4699c09aa348c57f] [conversation.id=-N8YIIMF273LLzPsMxXU] [conversation.participant=agent]";Anna_;27.07.25 18:43:22;Anna_;27.07.25 18:43:19;246;1,84
●;Instruction followed by offer of help;;conversation_14_annotatable;Request – direct (agent);3;4;0;"Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.
[conversation_id=61489eae028bc2392c90af21] [conversation.id=-NAEYD05HPUN972EuMGj] [conversation.participant=agent]";Anna_;27.07.25 18:43:13;Anna_;27.07.25 18:43:10;246;4,27
●;Instruction followed by offer of help;;conversation_13_annotatable;Request – direct (agent);3;4;0;"Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.
[conversation_id=60c48655811ab33a8f77dd34] [conversation.id=-N9kCME2_VM37IKlDeLX] [conversation.participant=agent]";Anna_;27.07.25 18:42:56;Anna_;27.07.25 18:42:53;246;1,91
●;Instruction followed by offer of help;;conversation_12_annotatable;Request – direct (agent);3;4;0;"Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.
[conversation_id=5f36cd2444884c0f7ff186f6] [conversation.id=-N9W4j578tQHJFD5t1rP] [conversation.participant=agent]";Anna_;27.07.25 18:42:30;Anna_;27.07.25 18:42:28;246;2,21
●;Instruction followed by offer of help;;conversation_11_annotatable;Request – direct (agent);3;4;0;"Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.
[conversation_id=5fdbb3b4e66d7f061f78ea21] [conversation.id=-N96KOyXn3GVIsV1sSNe] [conversation.participant=agent]";Anna_;27.07.25 18:42:21;Anna_;27.07.25 18:42:16;246;3,61
●;Instruction followed by offer of help;;conversation_10_annotatable;Request – direct (agent);1;2;0;"Make sure you have all the ingredients and tools and feel free to ask questions. Just to remind you, your goal today is to interact with our chatbot and ask questions about the history, science, and techniques associated with a specific step. Whenever you feel ready, feel free to start!
[conversation_id=wwwfod2dos] [conversation.id=-NAj273Wof32CXUOgnkH] [conversation.participant=agent]";Anna_;27.07.25 18:42:10;Anna_;27.07.25 18:42:07;388;3,10
●;Instruction followed by offer of help;;conversation_9_annotatable;Request – direct (agent);3;4;0;"Make sure you have all the ingredients and tools and feel free to ask questions. Just to remind you, your goal today is to interact with our chatbot and ask questions about the history, science, and techniques associated with a specific step. Whenever you feel ready, feel free to start!
[conversation_id=qk8kmns74p] [conversation.id=-NAix6JsrC8Tpp9DgJzP] [conversation.participant=agent]";Anna_;27.07.25 18:41:58;Anna_;27.07.25 18:41:55;388;5,84
●;Instruction followed by offer of help;;conversation_7_annotatable;Request – direct (agent);1;2;0;"Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.
[conversation_id=55b3120cfdf99b6ef6263a71] [conversation.id=-N4D_irSwV_XgOMzKe9D] [conversation.participant=agent]";Anna_;27.07.25 18:41:44;Anna_;27.07.25 18:41:40;246;2,04
●;Instruction followed by offer of help;;conversation_6_annotatable;Request – direct (agent);11;12;0;"Make sure you have everything you need, and once you are ready we can start cooking.
[conversation_id=5c8d1bee1bb19f00019d519e] [conversation.id=-N4YS8dhNvyTDaEFWyCc] [conversation.participant=agent]";Anna_;27.07.25 18:41:33;Anna_;27.07.25 18:41:30;199;1,69
●;Instruction followed by offer of help;;conversation_5_annotatable;Request – direct (agent);1;2;0;"Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say next.
[conversation_id=mmhHDA6eue] [conversation.id=-NBGmcMezEAYPYlyQkYI] [conversation.participant=agent]";Anna_;27.07.25 18:41:23;Anna_;27.07.25 18:41:19;232;3,79
●;Instruction followed by offer of help;;conversation_4_annotatable;Request – direct (agent);1;2;0;"Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start.
[conversation_id=coe2XtNapn] [conversation.id=-NBX7dE7MCsOXBRDHs-P] [conversation.participant=agent]";Anna_;27.07.25 18:40:54;Anna_;27.07.25 18:40:50;233;2,27
●;Instruction followed by offer of help;;conversation_3_annotatable;Request – direct (agent);1;3;0;"Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start
.
[conversation_id=77x3diEC4B] [conversation.id=-NBXU3qaGoIT7SdggmEb] [conversation.participant=agent]";Anna_;27.07.25 18:40:41;Anna_;27.07.25 18:40:38;234;6,48
●;Instruction followed by offer of help;;conversation_2_annotatable;Request – direct (agent);1;2;0;"Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start.
[conversation_id=h8x8QLzyCx] [conversation.id=-NBfyYtG0TQl6bfM_0Yf] [conversation.participant=agent]";Anna_;27.07.25 18:40:31;Anna_;27.07.25 18:40:27;233;3,27
●;Instruction followed by offer of help;;conversation_1_annotatable;Request – direct (agent);1;2;0;"Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start.
[conversation_id=tcYis3RLgY] [conversation.id=-NBSFNHXZAgWRvRJh10v] [conversation.participant=agent]";Anna_;27.07.25 18:40:18;Anna_;27.07.25 18:40:12;233;1,45
●;Instruction followed by offer of help;;conversation_0_annotatable;Request – direct (agent);3;4;0;"Make sure you have all the ingredients and tools and feel free to ask questions. If you are ready to start cooking simply say start.
[conversation_id=bKBDfgUAa3] [conversation.id=-NBIMrw2XCEN3v9PbqkA] [conversation.participant=agent]";Anna_;27.07.25 18:39:51;Anna_;27.07.25 18:39:11;233;4,60
●;Imperative;;conversation_29_annotatable;Request – direct (user);103;104;0;"show me how to fold the mixture
[conversation_id=7460a2a0] [conversation.id=-NKgzWunYDC92l63CJII] [conversation.participant=user]";Anna_;17.07.25 19:09:10;Anna_;17.07.25 19:09:02;129;0,95
●;Imperative;;conversation_20_annotatable;Request – direct (user);28;29;0;"show me a video of how to spatchcock
[conversation_id=xMKcudn] [conversation.id=-NGgFlwKRGqkFJmI6zVK] [conversation.participant=user]";Anna_;17.07.25 17:05:04;Anna_;17.07.25 17:04:46;133;0,75
●;Imperative;;conversation_20_annotatable;Request – direct (user);34;35;0;"help
[conversation_id=xMKcudn] [conversation.id=-NGgGH24xpLF2UVALBoa] [conversation.participant=user]";Anna_;27.07.25 19:37:00;Anna_;27.07.25 19:36:41;101;0,57
●;Imperative;;conversation_14_annotatable;Request – direct (user);31;32;0;"Remind me which types of cheese to use
[conversation_id=61489eae028bc2392c90af21] [conversation.id=-NAEZCIsjE2091AqL_oY] [conversation.participant=user]";christineelsweiler;14.07.25 13:45:52;User2;13.07.25 12:16:54;152;2,64
●;Imperative;;conversation_4_annotatable;Request – direct (user);31;32;0;"Remind me what the two cheeses in this recipe are?
[conversation_id=coe2XtNapn] [conversation.id=-NBX8j4B2dad3FTDZaXm] [conversation.participant=user]";christineelsweiler;14.07.25 13:45:53;User2;12.07.25 18:07:05;150;1,46
●;"Volitional statement
";;conversation_2_annotatable;Request – direct (user);5;6;0;"i want to learn about the recipe
[conversation_id=h8x8QLzyCx] [conversation.id=-NBfz59snZQZ0hPVZVux] [conversation.participant=user]";christineelsweiler;14.07.25 13:45:53;User2;12.07.25 17:40:13;132;1,85
●;Volitional question about proceeding;;conversation_29_annotatable;Request – indirect (agent);33;34;0;"Would you like to go to the next step?
[conversation_id=7460a2a0] [conversation.id=-NKgrprGucbPBwBceTPF] [conversation.participant=agent]";Anna_;17.07.25 19:05:10;Anna_;17.07.25 19:05:01;137;1,00
●;Volitional question about proceeding;;conversation_26_annotatable;Request – indirect (agent);21;22;0;"would you like to go to the next step?
[conversation_id=pC0jYVl] [conversation.id=-NKIxZRPcHeV629VYjet] [conversation.participant=agent]";Anna_;17.07.25 18:30:33;Anna_;17.07.25 18:30:20;136;2,04
●;Asking for clarification;;conversation_26_annotatable;Request – indirect (agent);76;77;0;"Can you rephrase this?
[conversation_id=pC0jYVl] [conversation.id=-NKJ1iq4e2EGqen8TFD1] [conversation.participant=agent]";Anna_;17.07.25 18:34:09;Anna_;17.07.25 18:33:58;120;1,80
●;Ability-oriented question;;conversation_20_annotatable;Request – indirect (agent);36;37;0;"Can you specify your question?
[conversation_id=xMKcudn] [conversation.id=-NGgGMOBHUgvqJmEuFJ5] [conversation.participant=agent]";Anna_;17.07.25 17:07:43;Anna_;17.07.25 17:07:34;128;0,72
●;Asking for clarification;;conversation_18_annotatable;Request – indirect (agent);78;79;0;"Can you rephrase this? What exactly do you want to know?
[conversation_id=LFiNVaQ] [conversation.id=-NGLklrq0qwsEugiX2Hi] [conversation.participant=agent]";christineelsweiler;14.07.25 13:45:52;User2;13.07.25 12:58:37;154;1,61
